Marca;Modelo;ene-23;feb-23;mar-23;abr-23;may-23;jun-23;jul-23;ago-23;sep-23;oct-23;nov-23;dic-23;ene-24;feb-24;mar-24;Total
PIAGGIO;        PIAGGIO ALLSTATE;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
PIAGGIO;        PIAGGIO GS 150;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
PIAGGIO;        PIAGGIO GS 160;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
PIAGGIO;        PIAGGIO PRIMAVERA 125;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
PIAGGIO;        PIAGGIO SUPER SPRINT 150;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
PIAGGIO;        PIAGGIO VESPA 125;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
PIAGGIO;        PIAGGIO VESPA 150;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
PIAGGIO;        PIAGGIO VESPA 200;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
PIAGGIO;        PIAGGIO VESPA 50;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
MOTO MORINI;        MOTO MORINI X-CAPE 650;0;0;0;0;45;63;26;49;16;10;28;8;24;28;19;316
MOTO MORINI;        MOTO MORINI SEIEMMEZZO;0;0;0;0;0;0;0;1;2;2;4;1;4;2;3;19
MOTO MORINI;        MOTO MORINI X-CAPE;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2
TRIUMPH;        TRIUMPH TIGER 900 RALLY PRO;0;0;0;0;2;5;4;10;7;3;3;1;3;3;0;41
TRIUMPH;        TRIUMPH TIGER SPORT;0;0;1;0;0;6;8;5;3;6;1;3;4;2;1;40
TRIUMPH;        TRIUMPH TRIDENT;0;0;0;0;0;7;2;3;1;4;2;1;3;4;0;27
TRIUMPH;        TRIUMPH STREET TWIN 900;3;0;1;4;3;0;0;0;1;0;1;2;0;2;0;17
TRIUMPH;        TRIUMPH TIGER 1200 RALLY PRO;0;0;0;0;2;1;0;2;2;1;1;1;3;3;1;17
TRIUMPH;        TRIUMPH BONNEVILLE BOBBER 1200;1;0;1;1;2;1;0;1;0;2;0;4;0;1;2;16
TRIUMPH;        TRIUMPH BONNEVILLE T100;0;0;1;2;1;2;2;0;1;6;0;0;0;0;0;15
TRIUMPH;        TRIUMPH TIGER 1200 RALLY EXPLORER;0;0;0;0;1;2;1;3;1;0;0;0;2;2;2;14
TRIUMPH;        TRIUMPH SCRAMBLER 900;0;0;0;0;0;0;1;2;2;1;0;2;2;2;0;12
TRIUMPH;        TRIUMPH SPEED TWIN;1;1;5;0;0;0;0;1;0;0;0;0;1;0;0;9
TRIUMPH;        TRIUMPH BONNEVILLE SPEEDMASTER;0;1;1;0;2;1;0;1;0;0;0;0;0;3;0;9
TRIUMPH;        TRIUMPH STREET SCRAMBLER;0;0;0;0;1;1;1;1;0;1;1;2;0;0;1;9
TRIUMPH;        TRIUMPH TIGER 900 GT PRO;0;0;0;0;1;2;2;1;1;1;0;0;0;0;1;9
TRIUMPH;        TRIUMPH BONNEVILLE T120 BLACK;0;0;0;0;1;1;0;2;1;0;2;0;0;0;1;8
TRIUMPH;        TRIUMPH TIGER 900 RALLY ARAGON EDITION;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;6
TRIUMPH;        TRIUMPH BONNEVILLE T120;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;5
TRIUMPH;        TRIUMPH BONNEVILLE T100;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;5
TRIUMPH;        TRIUMPH SCRAMBLER 1200 XE;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;4
TRIUMPH;        TRIUMPH TIGER 1200 GT PRO;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;4
TRIUMPH;        TRIUMPH ROCKET 3 GT;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;3
TRIUMPH;        TRIUMPH ROCKET 3 R;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3
TRIUMPH;        TRIUMPH SPEED TWIN 900;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2
TRIUMPH;        TRIUMPH TIGER 900 GT ARAGON EDITION;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2
TRIUMPH;        TRIUMPH BONNEVILLE T100;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TRIUMPH;        TRIUMPH TIGER 900;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TRIUMPH;        TRIUMPH TIGER 900 RALLY;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TRIUMPH;        TRIUMPH SCRAMBLER 1200 XC;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
TRIUMPH;        TRIUMPH STREET TRIPLE RS;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
TRIUMPH;        TRIUMPH TIGER 850 SPORT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
SUPER SOCO;        SUPER SOCO TC MAX;0;8;2;4;5;7;3;2;1;6;2;4;0;3;3;50
SUPER SOCO;        SUPER SOCO CPX;4;2;2;6;3;4;2;5;1;0;1;0;3;1;1;35
SUPER SOCO;        SUPER SOCO CUX 2.788KW;0;3;2;1;3;3;2;4;2;1;2;5;3;1;0;32
SUPER SOCO;        SUPER SOCO CU MINI;0;0;1;1;0;1;0;1;2;2;2;0;7;7;4;28
SUPER SOCO;        SUPER SOCO TC WANDERER;2;1;0;0;1;0;0;1;0;2;0;2;0;5;1;15
SUPER SOCO;        SUPER SOCO TS;1;0;0;2;1;0;2;1;0;1;2;0;1;0;0;11
SUPER SOCO;        SUPER SOCO TC MAX;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
SUPER SOCO;        SUPER SOCO TC;1;0;1;1;2;0;1;1;0;0;1;0;0;0;0;8
SUPER SOCO;        SUPER SOCO CUX DUCATI;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2
SUPER SOCO;        SUPER SOCO TC MAX 3.0 KW;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
SUPER SOCO;        SUPER SOCO TS X;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
HARLEY DAVIDSON;        HARLEY DAVIDSON RH1250S SPORTSTER S;0;0;0;3;2;2;0;0;1;0;0;2;2;1;0;13
HARLEY DAVIDSON;        HARLEY DAVIDSON FLFBS FAT BOY 114;0;0;0;3;2;1;0;1;1;0;0;0;2;0;1;11
HARLEY DAVIDSON;        HARLEY DAVIDSON FLHCS HERITAGE CLASSIC 114;0;0;1;0;0;0;2;1;0;0;0;0;0;1;1;6
HARLEY DAVIDSON;        HARLEY DAVIDSON RA1250S PAN AMERICA SPECIAL;0;0;0;2;0;1;0;0;0;0;1;0;0;1;0;5
HARLEY DAVIDSON;        HARLEY DAVIDSON FXBBS STREET BOB 114;0;0;0;0;0;0;2;1;1;0;0;0;1;0;0;5
HARLEY DAVIDSON;        HARLEY DAVIDSON FXLRS LOW RIDER S;0;0;0;0;0;0;2;0;1;0;0;0;2;0;0;5
HARLEY DAVIDSON;        HARLEY DAVIDSON FLHXS STREET GLIDE SPECIAL;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;4
HARLEY DAVIDSON;        HARLEY DAVIDSON RA1250 PAN AMERICA;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;3
HARLEY DAVIDSON;        HARLEY DAVIDSON FLTRXS ROAD GLIDE SPECIAL;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3
HARLEY DAVIDSON;        HARLEY DAVIDSON SPORTEK;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
HARLEY DAVIDSON;        HARLEY DAVIDSON PAN AMERICA 1250 SPECIAL;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
HARLEY DAVIDSON;        HARLEY DAVIDSON FLSB SPORT GLIDE;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
HARLEY DAVIDSON;        HARLEY DAVIDSON FXFB FAT BOB 1745;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
HARLEY DAVIDSON;        HARLEY DAVIDSON FLHXSE CVO STREET GLIDE;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
HARLEY DAVIDSON;        HARLEY DAVIDSON FLHTK ULTRA LIMITED;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
HARLEY DAVIDSON;        HARLEY DAVIDSON FLHX;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
HARLEY DAVIDSON;        HARLEY DAVIDSON FLFBS ANX FAT BOY 114 ANNIVERSARY X;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
HARLEY DAVIDSON;        HARLEY DAVIDSON FLHFB ELECTRA GLIDE HIGHWAY KING;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
HARLEY DAVIDSON;        HARLEY DAVIDSON FLHRXS ROAD KING SPECIAL;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
HARLEY DAVIDSON;        HARLEY DAVIDSON FLTRK ROAD GLIDE LIMITED;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
MV AGUSTA;        MV AGUSTA TURISMO VELOCE 800 LUSSO SCS;0;1;1;1;0;1;2;1;0;0;0;0;0;1;0;8
MV AGUSTA;        MV AGUSTA TURISMO VELOCE LUSSO;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;4
MV AGUSTA;        MV AGUSTA SUPERVELOCE 800;0;0;0;0;0;0;1;0;0;0;1;0;0;2;0;4
MV AGUSTA;        MV AGUSTA TURISMO VELOCE 800 ROSSO;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;4
MV AGUSTA;        MV AGUSTA DRAGSTER 800 ROSSO;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;3
MV AGUSTA;        MV AGUSTA BRUTALE 800 DRAGSTER;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;3
MV AGUSTA;        MV AGUSTA BRUTALE 1000 RR;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2
MV AGUSTA;        MV AGUSTA BRUTALE ROSSO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MV AGUSTA;        MV AGUSTA BRUTALE 800 RR;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MV AGUSTA;        MV AGUSTA RUSH;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
MV AGUSTA;        MV AGUSTA F3 800 RR;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
MV AGUSTA;        MV AGUSTA BRUTALE 1000 RS;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
MV AGUSTA;        MV AGUSTA F3 ROSSO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
VOGE;        VOGE 300 AC;0;2;0;0;0;0;0;1;1;0;1;0;0;0;0;5
VOGE;        VOGE 300;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;3
VOGE;        VOGE 500DS;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
VOGE;        VOGE 500R;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
MOTO GUZZI;        MOTO GUZZI V85 TT;1;2;0;0;1;0;1;1;0;0;1;0;0;1;0;8
